,index,desc
1493,1493,"Quem é Athena? A órfã abandonada pela mãe cigana na Transilvânia. A criança
levada pelos pais adotivos para Beirute. A funcionária de um grande banco
em Londres. A bem sucedida vendedora de terrenos em Dubai. A sacerdotisa de
Portobello Road. Athena é o personagem principal de 'A bruxa de
Portobello'. Quem conta a história são as pessoas que conviveram com ela.
Sua mãe adotiva, um jornalista interessado em vampirismo, um padre, um
mestre de caligrafia, uma atriz, entre outros. Eles traçam diferentes
perfis da personagem, mesclando acontecimentos com impressões, crenças
próprias, anseios."
1494,1494,A Swiftly Tilting PlanetMadeleine L'Engle
1495,1495,"When eleven-year-old Gregor and his two-year-old sister are pulled into a
strange underground world, they trigger an epic battle involving men, bats,
rats, cockroaches, and spiders while on a quest foretold by ancient
prophecy."
1496,1496,"Ten years of infertility issues culminate in the destruction of music
therapist Zoe Baxter's marriage, after which she falls in love with another
woman, Vanessa, and wants to start a family; but her ex-husband, Max, under
the influence of an anti-gay pastor, stands in the way. Reprint."
1497,1497,"In 1992 Miami, the immortal vampire Lestat finds himself alone, yearning to
regain his soul and to once again experience the joys and anguish of being
a mortal man. Reissue."
1498,1498,The Camel ClubDavid Baldacci
1499,1499,Saving The World and Other Extreme SportsJames Patterson
1500,1500,"Richard Rahl and Kahlan Amnell must protect the New World from a savage
armageddon of war, monsters, and treachery as they battle ancient forces of
evil from the Old World. Reprint."
1501,1501,"Lady-in-waiting Jane Boleyn, the only survivor of the ambitious Boleyn
family, testifies against Henry VIII's latest queen, Anne of Cleves, and
conspires to place her young cousin, Katherine Howard, on the throne."
1502,1502,A Spool of Blue ThreadAnne Tyler
1503,1503,"""Oprah's Book Club 2016 selection""--Sticker on jacket."
1504,1504,MasqueradeMelissa de la Cruz
1505,1505,The Iron QueenJulie Kagawa
1506,1506,Losing ItCora Carmack
1507,1507,"When a Federal judge and his secretary fail to appear for a scheduled trial
and panicked clerks call for an FBI investigation, a harrowing murder case
ensues and culminates in the imprisonment of a lawyer who imparts the story
of who killed the judge and why. By the best-selling author of The
Litigators. (This book was previously listed in Forecast.)"
1508,1508,"Set between Cape Town and a remote farm in the Eastern Cape, this spare,
unflinching novel of the modern South Africa traces the relationship
between a farmer and his daughter. Reprint."
1509,1509,"Ten adventures of Pooh, Eeyore, Tigger, Piglet, Owl, and other friends of
Christopher Robin."
1510,1510,The Black PrismBrent Weeks
1511,1511,"Jessie Sullivan is summoned home to tiny Egret Island, where she meets
Brother Thomas, a monk who is about to take his final vows, and encounters
the legend of a mysterious chair dedicated to a saint who had originally
been a mermaid."
1512,1512,"From writing letters to going swimming, telling stories to finding lost
buttons, Frog and Toad are always there for each other—just as best friends
should be."
1513,1513,"Everybody loves a carnival! Who can fail to delight in the colourful
people, the unworldly spectacle, the fabulous freaks? A carnival is a place
for good family fun - as long as one has a family, that is. For the
Baudelaire orphans, their time at the carnival turns out to be yet another
episode in a now unbearable series of unfortunate events. In fact, in this
appalling ninth instalment in Lemony Snicket′s serial, the siblings must
confront a terrible lie, a caravan, and Chabo the wolf baby. With millions
of readers worldwide, and the Baudelaire′s fate turning from unpleasant to
unseemly, it is clear that Lemony Snicket has taken nearly all the fun out
of children′s books. Ages 10+"
1514,1514,"For as long as she can remember, Katarina has been a part of the family
business—thieving. When Kat tries to leave “the life” for a normal life,
her old friend Hale conspires to bring her back into the fold. Why? A
mobster’s art collection has been stolen, and Kat’s father is the only
suspect. Caught between Interpol and a far more deadly enemy, Kat’s dad
needs her help. /DIVDIVThe only solution is to find the paintings and steal
them back. Kat’s got two weeks, a teenage crew, and hopefully enough talent
to pull off the biggest heist in her family’s history—and, with any luck,
steal her life back along the way. With its glamorous international
settings, intriguing suspense, complicated cons and even more complicated
romance, Heist Society is stealing the hearts of Ally Carter fans
everywhere."
1515,1515,Behind Closed DoorsB.A. Paris
1516,1516,A novel based on the action Battle of Gettysburg.
1517,1517,"When a rogue master vampire named Alejandro hits town and claims Anita
Blake, an expert on undead creatures of the night, as his human servant, a
war of the undead breaks out between the interloper and Jean-Claude, the
city's Master Vampire."
1518,1518,Ptolemy's GateJonathan Stroud
1519,1519,"Written in 1896, The Island of Dr. Moreau is one of the earliest scientific
romances. An instant sensation, it was meant as a commentary on Darwin’s
theory of evolution, which H. G. Wells stoutly believed. The story centers
on the depraved Dr. Moreau, who conducts unspeakable animal experiments on
a remote tropical island, with hideous, humanlike results. Edward Prendick,
an English-man whose misfortunes bring him to the island, is witness to the
Beast Folk’s strange civilization and their eventual terrifying regression.
While gene-splicing and bioengineering are common practices today, readers
are still astounded at Wells’s haunting vision and the ethical questions he
raised a century before our time."
1520,1520,OpalJennifer L. Armentrout
1521,1521,"Describes how Abdulrahman Zeitoun remained in New Orleans during Hurricane
Katrina, his subsequent efforts to help other victims, his disappearance a
week later, and the effect of these events on his wife Kathy and their
children."
1522,1522,"Considered by many to be mentally retarded, a brilliant, impatient fifth-
grader with cerebral palsy discovers a technological device that will allow
her to speak for the first time."
1523,1523,RaptureLauren Kate
1524,1524,SwitchedAmanda Hocking
1525,1525,"Epic novel of post-revolutionary Russia focuses on the torments and dreams
of a doctor-poet who attempts to avoid the struggles of his turbulent era"
1526,1526,"The international runaway bestseller is now a Major Television Event from
executive producer M. Night Shyamalan, starring Matt Dillon and premiering
May 14th on FOX. Secret service agent Ethan Burke arrives in Wayward Pines,
Idaho, with a clear mission: locate and recover two federal agents who went
missing in the bucolic town one month earlier. But within minutes of his
arrival, Ethan is involved in a violent accident. He comes to in a
hospital, with no ID, no cell phone, and no briefcase. The medical staff
seems friendly enough, but something feels...off. As the days pass, Ethan's
investigation into the disappearance of his colleagues turns up more
questions than answers. Why can't he get any phone calls through to his
wife and son in the outside world? Why doesn't anyone believe he is who he
says he is? And what is the purpose of the electrified fences surrounding
the town? Are they meant to keep the residents in? Or something else out?
Each step closer to the truth takes Ethan further from the world he thought
he knew, from the man he thought he was, until he must face a horrifying
fact--he may never get out of Wayward Pines alive. 2013 International
Thriller Award Nominee"
